symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isActivelyTrading
AAPL,Apple Inc.,2994380584000,Technology,Consumer Electronics,1.308,192.53,0.96,42522894,NASDAQ Global Select,NASDAQ,US,False,True
MSFT,Microsoft Corporation,2794827050400,Technology,Software—Infrastructure,0.897,376.04,3.0,18706605,NASDAQ Global Select,NASDAQ,US,False,True
GOOG,Alphabet Inc.,1755459014574,Communication Services,Internet Content & Information,1.035,140.93,0.0,14816100,NASDAQ Global Select,NASDAQ,US,False,True
AMZN,"Amazon.com, Inc.",1570147960000,Consumer Cyclical,Internet Retail,1.17,151.94,0.0,36399540,NASDAQ Global Select,NASDAQ,US,False,True
NVDA,NVIDIA Corporation,1224181400000,Technology,Semiconductors,1.691,495.62,0.16,36629903,NASDAQ Global Select,NASDAQ,US,False,True
VITSX,Vanguard Total Stock Market Index Fund,982147661791,,,1.01,115.98,0.772,0,NASDAQ,NASDAQ,US,False,True
VTSAX,Vanguard Total Stock Market Index Fund,982062989262,,,1.0,115.97,0.766,0,NASDAQ,NASDAQ,US,False,True
VOO,Vanguard 500 Index Fund,934243435507,,,1.0,436.8,6.3571,4357593,New York Stock Exchange Arca,AMEX,US,True,True
VFIAX,Vanguard 500 Index Fd Admiral Shs,933878375489,,,1.0,439.99,3.0673000000000004,0,NASDAQ,NASDAQ,,False,True
META,"Meta Platforms, Inc.",909628598460,Communication Services,Internet Content & Information,1.197,353.96,0.0,14970726,NASDAQ Global Select,NASDAQ,US,False,True
TSLA,"Tesla, Inc.",789898041600,Consumer Cyclical,Auto Manufacturers,2.262,248.48,0.0,100240940,NASDAQ Global Select,NASDAQ,US,False,True
BRK-B,Berkshire Hathaway Inc.,776891072337,Financial Services,Insurance—Diversified,0.86,356.66,0.0,3219924,New York Stock Exchange,NYSE,US,False,True
BRK-A,Berkshire Hathaway Inc.,776045453625,Financial Services,Insurance—Diversified,0.86,542625.0,0.0,8111,New York Stock Exchange,NYSE,US,False,True
LLY,Eli Lilly and Company,553370036440,Healthcare,Drug Manufacturers—General,0.331,582.92,5.2,1987408,New York Stock Exchange,NYSE,US,False,True
V,Visa Inc.,523326643293,Financial Services,Credit Services,0.947,260.35,2.08,4050692,New York Stock Exchange,NYSE,US,False,True
AVGO,Broadcom Inc.,522562391250,Technology,Semiconductors,1.116,1116.25,21.0,2053096,NASDAQ Global Select,NASDAQ,US,False,True
TSM,Taiwan Semiconductor Manufacturing Company Limited,498022897840,Technology,Semiconductors,1.187,104.0,1.92,4394749,New York Stock Exchange,NYSE,TW,False,True
VTI,Vanguard Total Stock Market Index Fund,491927863144,,,1.0,237.22,3.4131,4160559,New York Stock Exchange Arca,AMEX,US,True,True
JPM,JPMorgan Chase & Co.,491760801000,Financial Services,Banks—Diversified,1.114,170.1,4.2,6409663,New York Stock Exchange,NYSE,US,False,True
UNH,UnitedHealth Group Incorporated,486945264750,Healthcare,Healthcare Plans,0.62,526.47,7.52,2079293,New York Stock Exchange,NYSE,US,False,True
NVO,Novo Nordisk A/S,464124072652,Healthcare,Biotechnology,0.194,103.45,1.03,2055360,New York Stock Exchange,NYSE,DK,False,True
FXAIX,Fidelity 500 Index Fund,446154894198,,,1.0,165.49,1.699,0,NASDAQ,NASDAQ,US,False,True
SPY,SPDR S&P 500 ETF Trust,435380060081,,,1.0,475.31,6.6337399999999995,97052274,New York Stock Exchange Arca,AMEX,US,True,True
WMT,Walmart Inc.,424430059500,Consumer Defensive,Discount Stores,0.49,157.65,2.28,7192213,New York Stock Exchange,NYSE,US,False,True
XOM,Exxon Mobil Corporation,399597069399,Energy,Oil & Gas Integrated,1.004,99.98,3.8,17715394,New York Stock Exchange,NYSE,US,False,True
MA,Mastercard Incorporated,396841111380,Financial Services,Credit Services,1.077,426.51,2.64,1704015,New York Stock Exchange,NYSE,US,False,True
VXUS,Vanguard Total Intl Stock Idx Fund,385352690698,,,1.03,57.96,1.8808,3388349,NASDAQ Global Market,NASDAQ,US,True,True
VTIAX,Vanguard Total International Stock Index Fd Admiral,384222429173,,,1.03,31.08,0.5469999999999999,0,NASDAQ,NASDAQ,,False,True
JNJ,Johnson & Johnson,377317067200,Healthcare,Drug Manufacturers—General,0.573,156.74,4.76,4298332,New York Stock Exchange,NYSE,US,False,True
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",366367244225,Consumer Cyclical,Luxury Goods,0.989,733.6,11.0,139158,Paris,EURONEXT,FR,False,True
PG,The Procter & Gamble Company,345378660600,Consumer Defensive,Household & Personal Products,0.446,146.54,3.76,5255582,New York Stock Exchange,NYSE,US,False,True
HD,"The Home Depot, Inc.",344908046100,Consumer Cyclical,Home Improvement Retail,0.942,346.55,8.36,10318924,New York Stock Exchange,NYSE,US,False,True
CHTEX.BR,Chevron Corporation,343087513388,Energy,Oil & Gas Integrated,1.164436,170.32,6.04,6,Brussels,EURONEXT,US,False,True
VBTLX,Vanguard Total Bond Market Index Fund Admiral Shares,302252621821,,,1.0,9.71,0.092738,0,NASDAQ,NASDAQ,US,False,True
VBMPX,Vanguard Total Bond Market Idx InstlPls,302252621821,,,1.0,9.71,0.069,0,NASDAQ,NASDAQ,,False,True
VBMFX,Vanguard Total Bond Market Index Fund Investor Shares,302252621821,,,1.0,9.71,0.066,0,NASDAQ,NASDAQ,,False,True
BND,Vanguard Total Bond Market Index Fund,302006253669,,,1.0,73.55,2.26923,6939431,NASDAQ Global Market,NASDAQ,US,True,True
ASML,ASML Holding N.V.,298672585183,Technology,Semiconductor Equipment & Materials,1.142,756.92,6.12,517811,NASDAQ Global Select,NASDAQ,NL,False,True
IVV,iShares Core S&P 500 ETF,296870936530,,,1.0,477.63,6.89847,3989454,New York Stock Exchange Arca,AMEX,US,True,True
VMCPX,Vanguard Mid-Cap Index Fund Institutional Plus Shares,293793070964,,,1.04,315.41,2.09,0,NASDAQ,NASDAQ,,False,True
COST,Costco Wholesale Corporation,292895978240,Consumer Defensive,Discount Stores,0.774,660.08,4.08,1870251,NASDAQ Global Select,NASDAQ,US,False,True
ORCL,Oracle Corporation,289818635600,Technology,Software—Infrastructure,1.037,105.43,1.6,6887282,New York Stock Exchange,NYSE,US,False,True
CVX,Chevron Corporation,280726578000,Energy,Oil & Gas Integrated,1.102,149.16,6.04,7643071,New York Stock Exchange,NYSE,US,False,True
MRK,"Merck & Co., Inc.",276258860400,Healthcare,Drug Manufacturers—General,0.355,109.02,3.08,5884348,New York Stock Exchange,NYSE,US,False,True
ABBV,AbbVie Inc.,273605733800,Healthcare,Drug Manufacturers—General,0.449,154.97,6.2,3056811,New York Stock Exchange,NYSE,US,False,True
ADBE,Adobe Inc.,271631980000,Technology,Software—Infrastructure,1.335,596.6,0.0,1888303,NASDAQ Global Select,NASDAQ,US,False,True
VIMAX,Vanguard Mid-Cap Index Fund Admiral Shares,269668155378,,,1.04,289.51,1.892,0,NASDAQ,NASDAQ,,False,True
ASML.AS,ASML Holding N.V.,268991572847,Technology,Semiconductor Equipment & Materials,1.142,681.7,5.8,309269,Amsterdam,EURONEXT,NL,False,True
BAC,Bank of America Corporation,266455289100,Financial Services,Banks—Diversified,1.407,33.67,0.96,27499272,New York Stock Exchange,NYSE,US,False,True
MRK.PA,"Merck & Co., Inc.",260608147402,Healthcare,Drug Manufacturers—General,0.355383,101.4,2.96,250,Paris,EURONEXT,US,False,False
VTBNX,Vanguard Total Bond Market II Idx I,259968090111,,,1.0,9.59,0.069,0,Nasdaq,NASDAQ,,False,True
VIIIX,Vanguard Institutional Index Fund,256298565327,,,1.0,393.47,1.394,0,NASDAQ,NASDAQ,US,False,True
VINIX,Vanguard Institutional Index Fund Institutional Shares,255584062835,,,1.0,393.48,1.381,0,NASDAQ,NASDAQ,US,False,True
KO,The Coca-Cola Company,254778551300,Consumer Defensive,Beverages—Non-Alcoholic,0.583,58.93,1.84,9207339,New York Stock Exchange,NYSE,US,False,True
CRM,"Salesforce, Inc.",254719520000,Technology,Software—Application,1.24,263.14,0.0,3618776,New York Stock Exchange,NYSE,US,False,True
TM,Toyota Motor Corporation,247817254169,Consumer Cyclical,Auto Manufacturers,0.529,183.38,4.01,222087,New York Stock Exchange,NYSE,JP,False,True
FIYY,Barclays ETN+ FI Enhanced Global High Yield ETN B,241841962935,,,0.0,103.263,0.0,1094,New York Stock Exchange Arca,AMEX,,True,False
OR.PA,L'Oréal S.A.,240973821250,Consumer Defensive,Household & Personal Products,0.713,450.65,6.0,137134,Paris,EURONEXT,FR,False,True
AMD,"Advanced Micro Devices, Inc.",238140855000,Technology,Semiconductors,1.674,147.41,0.0,61297500,NASDAQ Global Select,NASDAQ,US,False,True
PEP,"PepsiCo, Inc.",233506222400,Consumer Defensive,Beverages—Non-Alcoholic,0.567,169.84,4.95,3291183,NASDAQ Global Select,NASDAQ,US,False,True
CIS.BR,"Cisco Systems, Inc.",228207362036,Technology,Communication Equipment,0.954356,53.06,1.56,1,Brussels,EURONEXT,US,False,False
VERIZ.BR,Verizon Communications Inc.,227018156544,Communication Services,Telecom Services,0.328492,54.0,2.46,500,Brussels,EURONEXT,US,False,False
RGAGX,American Funds The Growth Fund of America Class R-6,223778553839,,,1.07,63.21,0.0,0,NASDAQ,NASDAQ,,False,True
AGTHX,American Funds The Growth Fund of America Class A,223601557453,,,1.07,63.16,0.0,0,NASDAQ,NASDAQ,US,False,True
GAFFX,American Funds The Growth Fund of America Class F-3,223566151643,,,1.07,63.15,0.0,0,NASDAQ,NASDAQ,,False,True
GFAFX,The Growth Fund of America Class F-1 Shares,221654417384,,,1.07,62.61,0.0,0,NASDAQ,NASDAQ,,False,True
ACN,Accenture plc,220017762720,Technology,Information Technology Services,1.222,350.91,5.16,1227733,New York Stock Exchange,NYSE,IE,False,True
MCD,McDonald's Corporation,215071156420,Consumer Cyclical,Restaurants,0.702,296.51,6.68,2226982,New York Stock Exchange,NYSE,US,False,True
SHEL,Shell plc,213944752000,Energy,Oil & Gas Integrated,0.564,65.8,2.65,3034814,New York Stock Exchange,NYSE,GB,False,True
NFLX,"Netflix, Inc.",213097638400,Communication Services,Entertainment,1.261,486.88,0.0,2737689,NASDAQ Global Select,NASDAQ,US,False,True
FFEU,Barclays ETN+ FI Enhanced Europe 50 ETN Series C,212775878565,,,0.0,90.8522,0.0,327,New York Stock Exchange Arca,AMEX,,True,False
INTC,Intel Corporation,211854000000,Technology,Semiconductors,0.95,50.25,0.5,29202922,NASDAQ Global Select,NASDAQ,US,False,True
AZN,AstraZeneca PLC,208773551578,Healthcare,Drug Manufacturers—General,0.185,67.35,1.45,3349338,NASDAQ Global Select,NASDAQ,GB,False,True
NVS,Novartis AG,207722860161,Healthcare,Drug Manufacturers—General,0.491,100.97,3.5,956698,New York Stock Exchange,NYSE,CH,False,True
CSCO,"Cisco Systems, Inc.",205287009600,Technology,Communication Equipment,0.894,50.52,1.56,12487582,NASDAQ Global Select,NASDAQ,US,False,True
TMO,Thermo Fisher Scientific Inc.,205082393880,Healthcare,Diagnostics & Research,0.813,530.79,1.4,779139,New York Stock Exchange,NYSE,US,False,True
RLBGX,American Funds American Balanced Fund Class R-6,202674438144,,,0.95,32.0,0.372,0,NASDAQ,NASDAQ,,False,True
BALFX,"American Funds American Balanced Fund, Class F-1 Shs",202674438117,,,0.95,31.96,0.28900000000000003,0,NASDAQ,NASDAQ,,False,True
AMBFX,American Balanced Fund Class F-2 Shs,202674438117,,,0.95,31.96,0.34900000000000003,0,NASDAQ,NASDAQ,,False,True
ABALX,American Funds American Balanced Fund Class A,202358154669,,,0.95,31.99,0.30000000000000004,0,NASDAQ,NASDAQ,US,False,True
AFMBX,American Funds American Balanced Fund,202357957123,,,0.95,31.97,0.851,0,NASDAQ,NASDAQ,,False,True
RGABX,American Funds The Growth Fund of America Class R-2,202112286700,,,1.07,57.09,0.0,0,NASDAQ,NASDAQ,US,False,True
RMS.PA,Hermès International Société en commandite par actions,200588926637,Consumer Cyclical,Luxury Goods,0.741,1918.8,13.0,24471,Paris,EURONEXT,FR,False,True
LIN,Linde plc,199149165329,Basic Materials,Specialty Chemicals,0.894,410.71,5.1,974259,NASDAQ Global Select,NASDAQ,GB,False,True
RGAAX,The Growth Fund of America Class R-1 Shares,199067688621,,,1.07,56.23,0.0,0,NASDAQ,NASDAQ,US,False,True
BABA,Alibaba Group Holding Limited,196820750257,Consumer Cyclical,Internet Retail,0.599,77.51,1.0,13909893,New York Stock Exchange,NYSE,CN,False,True
GFACX,American Funds The Growth Fund of America,194713194830,,,1.07,55.0,0.0,0,NASDAQ,NASDAQ,US,False,True
PDD,PDD Holdings Inc.,194385600548,Consumer Cyclical,Internet Retail,0.633,146.31,0.0,3681769,NASDAQ Global Select,NASDAQ,CN,False,True
SHELL.AS,Shell plc,193785824000,Energy,Oil & Gas Integrated,0.564,29.8,1.21,5569311,Amsterdam,EURONEXT,GB,False,True
ABT,Abbott Laboratories,191088124200,Healthcare,Medical Devices,0.696,110.07,2.2,3547689,New York Stock Exchange,NYSE,US,False,True
VEMPX,Vanguard Extended Market Index InstlPlus,189376102240,,,1.06,311.48,2.104,0,NASDAQ,NASDAQ,,False,True
VB,Vanguard Small Cap Index Fund,188467887997,,,1.03,213.33,3.3171,779238,New York Stock Exchange Arca,AMEX,US,True,True
RY.TO,Royal Bank of Canada,187917580000,Financial Services,Banks—Diversified,0.818,134.0,5.52,2368421,Toronto Stock Exchange,TSX,CA,False,True
TMUS,"T-Mobile US, Inc.",185418438400,Communication Services,Telecom Services,0.526,160.33,0.65,3867900,NASDAQ Global Select,NASDAQ,US,False,True
VEA,Vanguard Developed Markets Index Fund,185314311435,,,1.09,47.9,1.5111999999999999,10488501,New York Stock Exchange Arca,AMEX,US,True,True
SAP,SAP SE,180823923000,Technology,Software—Application,0.984,154.59,2.23,429015,New York Stock Exchange,NYSE,DE,False,True
WFC,Wells Fargo & Company,178749320800,Financial Services,Banks—Diversified,1.181,49.22,1.4,11274246,New York Stock Exchange,NYSE,US,False,True
CMCSA,Comcast Corporation,176085814000,Communication Services,Telecom Services,1.027,43.85,1.16,12750003,NASDAQ Global Select,NASDAQ,US,False,True
INTU,Intuit Inc.,174968398080,Technology,Software—Application,1.21,625.03,3.6,724087,NASDAQ Global Select,NASDAQ,US,False,True
BHP,BHP Group Limited,173074595559,Basic Materials,Other Industrial Metals & Mining,0.788,68.31,3.4,1550870,New York Stock Exchange,NYSE,AU,False,True
DHR,Danaher Corporation,170943372180,Healthcare,Diagnostics & Research,0.864,231.34,0.96,1392046,New York Stock Exchange,NYSE,US,False,True
HDB,HDFC Bank Limited,169844006669,Financial Services,Banks—Regional,0.699,67.11,0.7,767914,New York Stock Exchange,NYSE,IN,False,True
DIS,The Walt Disney Company,165259592800,Communication Services,Entertainment,1.316,90.29,0.6,9180693,New York Stock Exchange,NYSE,US,False,True
NKE,"NIKE, Inc.",165244931107,Consumer Cyclical,Footwear & Accessories,1.079,108.57,1.48,7607724,New York Stock Exchange,NYSE,US,False,True
PFE,Pfizer Inc.,162588375950,Healthcare,Drug Manufacturers—General,0.555,28.795,1.68,25765012,New York Stock Exchange,NYSE,US,False,True
TTE,TotalEnergies SE,161435444248,Energy,Oil & Gas Integrated,0.805,67.38,3.17,573858,New York Stock Exchange,NYSE,FR,False,True
QQQ,Invesco QQQ Trust,160982302581,,,1.17,409.52,2.5358300000000003,42382481,NASDAQ Global Market,NASDAQ,US,True,True
QCOM,QUALCOMM Incorporated,160973190000,Technology,Semiconductors,1.259,144.63,3.2,4834916,NASDAQ Global Select,NASDAQ,US,False,True
VTMGX,Vanguard Developed Markets Index Admiral,160824967164,,,1.09,15.4,0.28800000000000003,0,NASDAQ,NASDAQ,,False,True
VTMNX,Vanguard Developed Markets Index Fund Institutional Shares,160824967160,,,1.09,15.43,0.29000000000000004,0,NASDAQ,NASDAQ,US,False,True
VZ,Verizon Communications Inc.,158494570000,Communication Services,Telecom Services,0.4,37.7,2.66,16159357,New York Stock Exchange,NYSE,US,False,True
BX,Blackstone Inc.,158352185127,Financial Services,Asset Management,1.487,130.92,3.32,1944404,New York Stock Exchange,NYSE,US,False,True
HSBC,HSBC Holdings plc,157888705600,Financial Services,Banks—Diversified,0.561,40.54,2.65,1031342,New York Stock Exchange,NYSE,GB,False,True
BA,The Boeing Company,157693304820,Industrials,Aerospace & Defense,1.534,260.66,0.0,3617970,New York Stock Exchange,NYSE,US,False,True
TXN,Texas Instruments Incorporated,154812453840,Technology,Semiconductors,0.992,170.46,5.2,2920415,NASDAQ Global Select,NASDAQ,US,False,True
AMGN,Amgen Inc.,154141967560,Healthcare,Drug Manufacturers—General,0.58,288.02,9.0,1426918,NASDAQ Global Select,NASDAQ,US,False,True
TD.TO,The Toronto-Dominion Bank,153381380400,Financial Services,Banks—Diversified,0.865,85.62,4.08,5288817,Toronto Stock Exchange,TSX,CA,False,True
MS,Morgan Stanley,153052157500,Financial Services,Capital Markets,1.379,93.25,3.4,4460062,New York Stock Exchange,NYSE,US,False,True
CAT,Caterpillar Inc.,150521161950,Industrials,Farm & Heavy Construction Machinery,1.077,295.67,5.2,1979709,New York Stock Exchange,NYSE,US,False,True
UNP,Union Pacific Corporation,149729460760,Industrials,Railroads,1.1,245.62,5.2,1226792,New York Stock Exchange,NYSE,US,False,True
IBM,International Business Machines Corporation,149340612450,Technology,Information Technology Services,0.772,163.55,6.64,2524570,New York Stock Exchange,NYSE,US,False,True
TTE.PA,TotalEnergies SE,147587167790,Energy,Oil & Gas Integrated,0.805,61.6,2.96,2199645,Paris,EURONEXT,FR,False,True
INCO.BR,Intel Corporation,147040680000,Technology,Semiconductors,0.886929,35.11,0.5,3,Brussels,EURONEXT,US,False,False
PM,Philip Morris International Inc.,146112673959,Consumer Defensive,Tobacco,0.793,94.1199,5.2,2232612,New York Stock Exchange,NYSE,US,False,True
NOW,"ServiceNow, Inc.",144830450000,Technology,Software—Application,1.028,706.49,0.0,924784,New York Stock Exchange,NYSE,US,False,True
RY,Royal Bank of Canada,141821678100,Financial Services,Banks—Diversified,0.818,101.13,4.06,378148,New York Stock Exchange,NYSE,CA,False,True
SPGI,S&P Global Inc.,139556736000,Financial Services,Financial Data & Stock Exchanges,1.171,440.52,3.6,714217,New York Stock Exchange,NYSE,US,False,True
VGSLX,Vanguard Real Estate Index Fund Admiral Shares,139324342247,,,1.17,126.67,1.092,0,NASDAQ,NASDAQ,,False,True
GE,General Electric Company,138911215700,Industrials,Specialty Industrial Machinery,1.215,127.63,0.32,3533193,New York Stock Exchange,NYSE,US,False,True
HON,Honeywell International Inc.,138251527210,Industrials,Conglomerates,1.044,209.71,4.32,2256418,NASDAQ Global Select,NASDAQ,US,False,True
COP,ConocoPhillips,137822678700,Energy,Oil & Gas E&P,1.23,116.07,2.29,3578638,New York Stock Exchange,NYSE,US,False,True
AXP,American Express Company,136523275640,Financial Services,Credit Services,1.23,187.34,2.4,1909794,New York Stock Exchange,NYSE,US,False,True
BOEI.BR,The Boeing Company,135117688832,Industrials,Aerospace & Defense,1.428423,224.0,13.695,22,Brussels,EURONEXT,US,False,False
AMAT,"Applied Materials, Inc.",134691028690,Technology,Semiconductor Equipment & Materials,1.57,162.07,1.28,2762445,NASDAQ Global Select,NASDAQ,US,False,True
SHOP.TO,Shopify Inc.,134481779628,Technology,Software—Application,2.229,103.16,0.0,1868505,Toronto Stock Exchange,TSX,CA,False,True
UPS,"United Parcel Service, Inc.",133948263031,Industrials,Integrated Freight & Logistics,1.089,157.23,6.48,2093274,New York Stock Exchange,NYSE,US,False,True
CATR.PA,Caterpillar Inc.,133889355000,Industrials,Farm & Heavy Construction Machinery,1.077,263.0,4.82,3,Paris,EURONEXT,US,False,True
IBMA.BR,International Business Machines Corporation,132095872320,Technology,Information Technology Services,0.84993,145.0,6.64,45,Brussels,EURONEXT,US,False,False
VIGIX,Vanguard Growth Index Institutional,131592966880,,,1.18,160.0,0.41500000000000004,0,NASDAQ,NASDAQ,,False,True
VIGAX,Vanguard Growth Index Fd Admiral Shs,131592961920,,,1.18,160.0,0.40800000000000003,0,NASDAQ,NASDAQ,,False,True
PONPX,PIMCO Income Fund,131565305855,,,0.78,10.62,0.162,0,NASDAQ,NASDAQ,,False,True
PIMIX,PIMCO Income Fund Institutional Class,131565305855,,,0.78,10.62,0.165,0,NASDAQ,NASDAQ,US,False,True
RERGX,American Funds EuroPacific Growth Fund Class R-6,131123306489,,,1.07,54.7,0.205,0,NASDAQ,NASDAQ,US,False,True
AEPGX,American Funds EuroPacific Growth Fund Class A,131123306473,,,1.07,54.69,0.155,0,NASDAQ,NASDAQ,,False,True
AEPFX,American Funds EuroPacific Growth Fund,131123306467,,,1.07,54.54,0.195,0,NASDAQ,NASDAQ,US,False,True
AEGFX,American Funds EuroPacific Growth Cl F-1 Shs,131123306462,,,1.07,54.43,0.158,0,NASDAQ,NASDAQ,,False,True
AWSHX,American Funds Washington Mutual Investors Fund Class A,128467771375,,,0.82,57.2,0.615,0,NASDAQ,NASDAQ,,False,True
RWMFX,American Funds Washington Mutual Investors Fund Class R-5,128377924513,,,0.82,57.16,0.717,0,NASDAQ,NASDAQ,,False,True
BUD,Anheuser-Busch InBev SA/NV,128331005710,Consumer Defensive,Beverages—Brewers,1.067,64.62,0.82,966053,New York Stock Exchange,NYSE,BE,False,True
PLD,"Prologis, Inc.",128065625588,Real Estate,REIT—Industrial,1.051,133.3,3.48,2779075,New York Stock Exchange,NYSE,US,False,True
CWMAX,American Funds Washington Mutual Investors Fund Class 529-A,128063496177,,,0.82,57.02,0.599,0,NASDAQ,NASDAQ,,False,True
LOW,"Lowe's Companies, Inc.",127991398150,Consumer Cyclical,Home Improvement Retail,1.036,222.55,4.4,2631306,New York Stock Exchange,NYSE,US,False,True
RIO,Rio Tinto Group,127848796617,Basic Materials,Other Industrial Metals & Mining,0.655,74.46,4.02,1457881,New York Stock Exchange,NYSE,GB,False,True
WSHFX,Washington Mutual Invs Fund Cl F-1 Shs,127816441815,,,0.82,56.91,0.593,0,NASDAQ,NASDAQ,,False,True
CDI.PA,Christian Dior SE,127640827780,Consumer Cyclical,Luxury Goods,1.05,707.5,12.5,3272,Paris,EURONEXT,FR,False,True
UBER,"Uber Technologies, Inc.",126702440200,Technology,Software—Application,1.324,61.57,0.0,20128245,New York Stock Exchange,NYSE,US,False,True
WSHCX,American Funds Washington Mutual Investors Fund Class C,126221831091,,,0.82,56.2,0.315,0,NASDAQ,NASDAQ,,False,True
RWMBX,American Funds Washington Mutual Investors Fund,125929851819,,,0.82,56.07,0.31,0,NASDAQ,NASDAQ,,False,True
GS,"The Goldman Sachs Group, Inc.",125804226240,Financial Services,Capital Markets,1.437,385.77,11.0,870944,New York Stock Exchange,NYSE,US,False,True
GNE.PA,General Electric Company,125164850000,Industrials,Specialty Industrial Machinery,1.215,115.0,0.29,195,Paris,EURONEXT,US,False,True
SNY,Sanofi,124711899400,Healthcare,Drug Manufacturers—General,0.436,49.73,1.9,638413,NASDAQ Global Select,NASDAQ,FR,False,True
NEE,"NextEra Energy, Inc.",124620865400,Utilities,Utilities—Regulated Electric,0.513,60.74,1.87,6803659,New York Stock Exchange,NYSE,US,False,True
BKNG,Booking Holdings Inc.,123762151078,Consumer Cyclical,Travel Services,1.357,3547.22,0.0,163730,NASDAQ Global Select,NASDAQ,US,False,True
SCHW,The Charles Schwab Corporation,121944560000,Financial Services,Capital Markets,0.985,68.8,1.0,5798991,New York Stock Exchange,NYSE,US,False,True
UL,Unilever PLC,121175946886,Consumer Defensive,Household & Personal Products,0.163,48.49,1.86,1559384,New York Stock Exchange,NYSE,GB,False,True
JJEB,iPath B Bloomberg Engy Ttl Ret ETN,121175089106,,,0.0,51.74,0.0,2700,New York Stock Exchange Arca,AMEX,US,True,False
RNPGX,American Funds New Perspective Fund Class R-6,121163071470,,,1.1,55.93,0.0,0,NASDAQ,NASDAQ,US,False,True
NPFFX,"New Perspective Fund, Class F-1 Shares",121163071465,,,1.1,55.47,0.0,0,NASDAQ,NASDAQ,,False,True
FNPFX,American Funds New Perspective Fund,121163071455,,,1.1,55.9,0.0,0,NASDAQ,NASDAQ,,False,True
ANWPX,American Funds New Perspective Fund Class A,121163071455,,,1.1,55.9,0.0,0,NASDAQ,NASDAQ,US,False,True
RTX,Raytheon Technologies Corporation,120984906000,Industrials,Aerospace & Defense,0.683,84.14,2.36,4622539,New York Stock Exchange,NYSE,US,False,True
BLK,"BlackRock, Inc.",120764991600,Financial Services,Asset Management,1.344,811.8,20.0,318350,New York Stock Exchange,NYSE,US,False,True
AICFX,American Funds Investment Co of America Cl F-1 Shs,120565137405,,,0.91,50.23,0.44299999999999995,0,NASDAQ,NASDAQ,,False,True
RICAX,American Funds Investment Company of America Class R-1,120565137381,,,0.91,49.86,0.20900000000000002,0,NASDAQ,NASDAQ,,False,True
AIVSX,American Funds Invmt Co of Amer A,120565137370,,,0.91,50.4,0.46499999999999997,0,NASDAQ,NASDAQ,,False,True
AICCX,American Funds Investment Co of America C,120226471244,,,0.91,49.7,0.20800000000000002,0,NASDAQ,NASDAQ,,False,True
T,AT&T Inc.,119977335600,Communication Services,Telecom Services,0.719,16.78,1.11,33223589,New York Stock Exchange,NYSE,US,False,True
CFNAX,American Funds Fundamental Investors Class 529-A,119070015451,,,0.96,71.33,0.489,0,NASDAQ,NASDAQ,,False,True
ANCFX,American Funds Fundamental Investors,119070015439,,,0.96,71.49,0.51,0,NASDAQ,NASDAQ,,False,True
ISRG,"Intuitive Surgical, Inc.",118775009920,Healthcare,Medical Instruments & Supplies,1.344,337.36,0.0,1301553,NASDAQ Global Select,NASDAQ,US,False,True
AFIFX,"Fundamental Investors, Class F01 Shares",118687901526,,,0.96,71.44,0.485,0,NASDAQ,NASDAQ,,False,True
SONY,Sony Group Corporation,116732422350,Technology,Consumer Electronics,0.866,94.69,0.54,298525,New York Stock Exchange,NYSE,JP,False,True
TD,The Toronto-Dominion Bank,115761560400,Financial Services,Banks—Diversified,0.865,64.62,3.0,1193792,New York Stock Exchange,NYSE,CA,False,True
RIDGX,American Funds The Income Fund of America,115319070701,,,0.89,23.44,0.563,0,NASDAQ,NASDAQ,,False,True
ABI.BR,Anheuser-Busch InBev SA/NV,115277726167,Consumer Defensive,Beverages—Brewers,1.067,58.42,0.75,626355,Brussels,EURONEXT,BE,False,True
AMECX,American Funds The Income Fund of America Class A,115220759474,,,0.89,23.44,0.51,0,NASDAQ,NASDAQ,US,False,True
IFAFX,"The Income Fund of America, Class F-1 Shares",115220423080,,,0.88,23.36,0.499,0,NASDAQ,NASDAQ,,False,True
SYK,Stryker Corporation,113776233480,Healthcare,Medical Devices,0.946,299.46,3.2,1144810,New York Stock Exchange,NYSE,US,False,True
FCNTX,Fidelity Contrafund Fund,112966565873,,,1.0,16.09,0.0,0,NASDAQ,NASDAQ,US,False,True
SAN.PA,Sanofi,112549166400,Healthcare,Drug Manufacturers—General,0.436,89.76,3.56,852439,Paris,EURONEXT,FR,False,True
LMT,Lockheed Martin Corporation,112448390760,Industrials,Aerospace & Defense,0.567,453.24,12.6,827209,New York Stock Exchange,NYSE,US,False,True
COWB,iPath B Bloomberg Lvstck Ttl Ret ETN,112228638706,,,0.0,47.92,0.0,470,New York Stock Exchange Arca,AMEX,US,True,False
CWIAX,American Funds Capital World Growth and Income Fund Class 529-A,112186015731,,,0.98,59.86,0.7350000000000001,0,NASDAQ,NASDAQ,,False,True
CWGIX,American Funds Capital World Growth and Income Fund Class A,112186015723,,,0.98,60.12,0.75,0,NASDAQ,NASDAQ,US,False,True
RWICX,American Funds Capital World Growth and Income Fund Class R-3,112186015711,,,0.98,59.64,0.624,0,NASDAQ,NASDAQ,,False,True
